conversation_root_id,customer_text,apple_reply_text
1821759,"@applesupport my iMac (27"" mid-2011) is so totally screwed up since I recently switched from 10.11.6 to 10.12.6 that I don't even know where to start complaining.",@144220 We’re happy to help with any complications you’re experiencing. Let us know more details via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT
1821896,@AppleSupport iPhone keeps correcting “is” to “I.S” even after a dictionary reset. Driving me crazy. Please help!!!,"@546929 Hello. Let's get to work on this. First off, which of these settings are enabled? https://t.co/U5VKSTl2CD DM us to continue: https://t.co/GDrqU22YpT"
1824297,@AppleSupport Why does it take 72 hours to change my cell phone number? How about supporting an international relocation? Unacceptable,@547627 We'd be happy to look into this with you. DM us details on how you're changing your cell number and we'll go from there. https://t.co/GDrqU22YpT
1824515,"Hey @AppleSupport , why can I not do anything about my falsely created family sharing iTunes account through iTunes? I don't own an iPhone.",@547703 We'd like to look into this with you. Could you DM us details on what exactly is going on? We'll conitnue support there. https://t.co/GDrqU22YpT
1824652,@AppleSupport #iOS11 bug when playing audio with bluetooth (music or spotify app): music sometimes stops for a split second :-(,@547751 We'd like to learn a bit more about the behavior you're experiencing. Is the delay when a connection is established?
1827948,Every since I updated my phone it has been freezing.. Get youlls software together!! @AppleSupport,"@548593 Let's look into this together. Which iOS version is currently installed on your iPhone? Let us know in DM, please. https://t.co/GDrqU22YpT"
1828416,"I have MBP '13 mid 2012, Is my battery still health? I use CleanMyMac and the parameter said ""poor"", thanks 🙂 @AppleSupport https://t.co/p3nEhvdoYn",@548728 We do see that service is needed according to the screenshot. DM us your current country and we'll determine our next steps. https://t.co/GDrqU22YpT
1831956,@115858 could you please fix the keyboard lag bug on the iPhone 6 with iOS 11.0.3,@549657 We'd like to help you out! Tell us more about what's happening with your iPhone's keyboard in DM please. https://t.co/GDrqU22YpT
1832842,"I knew I shouldn’t have updated my IOS. My 7+ has been freezing, and the music player doesn’t work on the lock screen 🤦🏻‍♀️ @115858",@549891 We want you to be able to rely on your iPhone 7 Plus. Let's work together in DM to get you on the path to a resolution. https://t.co/GDrqU22YpT
1835049,Way too many bugs in iOS 11 for too long now 🙄 @115858,"@550360 If you're experiencing any issues with your device, please DM us &amp; let us know what's going on. We're here to help! https://t.co/GDrqU22YpT"
1835097,My battery dying while it’s charging. @115858 y’all are trash man.,"@550371 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU2kzhr"
1835327,@AppleSupport litrlly got my 6s battry fixed a month ago evrthing workd perfectly w up to 6 hrs SOT and 25 hrs standby but with 11.0.3 this https://t.co/cHbNonsHmf,"@550413 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
1839557,@AppleSupport I have my message setting to ‘keep forever’ but I seem to have lost some texts from 2015. Where could they be?,@551305 Let's look into this together to make sure things are working correctly. Send us a DM with more information to get started. https://t.co/GDrqU22YpT
1845482,Getting really tired of my iPhone and Mac freezing and the fan going bonkers. There's something terribly wrong with High Sierra and iOS11 that needs fixing ASAP @AppleSupport,"@341101 We'd love to help with both devices. Please DM us, and let us know more about each, including any steps you've tried so far. https://t.co/GDrqU22YpT"
1845664,"@AppleSupport why since I installed the #ios1103 update has my @4305 messed up? Notifications not showing, messages not sending etc",@247087 Let's make sure all apps are up to date in the App Store. Send us a DM once you have tried that and tested. https://t.co/GDrqU22YpT
1849292,@AppleSupport why is my iPhone 6S crashing and freezing all the time after the iOS 11.0.3 update?,"@553706 Let us look into that with you. Do you notice this more with certain applications or features? DM us back, we'll continue there. https://t.co/GDrqU22YpT"
1849330,Hey @AppleSupport my 📱started crashing today like that widespread battery problem last year. Update done etc. Anyone else reporting same?,@230302 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT
1850132,Ummm what @AppleSupport https://t.co/GeHtcf215B,"@199132 It looks like your email is connecting. Did this update for you? If not, please DM us. We'll meet you there to help. https://t.co/GDrqU22YpT"
1851468,.@AppleSupport iOS 11 is so trash. Last 3wks my iPhone has been completely useless. It was💩like this that made me switch from droid to🍎...,"@554180 Let us get things working as expected. Tell us more about what you're experiencing, and the version of iOS 11 installed."
1851586,@AppleSupport @115858 The newest version,"@554202 Let's look into this together. To start, DM us which version of iOS 11 you're using and we'll start from there. https://t.co/GDrqU2kzhr"
1852510,is there not a way to hide your text messages in ios11? @AppleSupport,@521724 We're happy to look into this with you.  DM us with the model of your iOS device and we'll go from there. https://t.co/GDrqU22YpT
1852596,Dear @115858. The lag between action and reaction in your latest iOS is inexcusable and your epic fuck up of @318 is inexplicable.,"@554418 We'd like to look into this with you. Send us a DM with which device, and iOS version you're using to start. https://t.co/GDrqU22YpT"
1857047,@AppleSupport my iPhone won’t allow me to turn on WiFi in the settings https://t.co/LvYTSxlD4K,@555376 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
1857377,@AppleSupport when will IOS 11 be fixed ? 😭😭😭,"@555447 Are you experiencing an issue on your device running iOS 11? If so, DM us with what's going on. We're here for you. https://t.co/GDrqU22YpT"
1857959,@AppleSupport why is the battery life so much worse with the new update? My phone is literally lasting 5 hours max 😩,@555573 That should not be happening. We want to help. Send us a DM letting us know which iPhone and iOS version you have. https://t.co/GDrqU22YpT
1859569,WHY DOES @115858’S NEW iOS INSIST ON TURNING ON BLUETOOTH ALWAYS?!?,@555961 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
1861571,@AppleSupport the update has completely messed up my iPhone SE which I’ve only had for about 6 weeks. Can anyone help me with this?,@556379 We'd like to help you with your iPhone. Tell us more about the issues you're experiencing via DM. We'll go from there. https://t.co/GDrqU22YpT
1863533,why does my phone insist on dying when the battery is @ 29% @115858 y'all truly got me fucked up,@556802 That's not normal. Could you Direct Message us and let us know what country you're in? We'll help out. https://t.co/GDrqU22YpT
1863547,"@AppleSupport supp support, my Iphone needs you, the new #IOS11 is killing it 😒",@556806 We'd love to assist you with any issues that you're having. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT
1864157,@AppleSupport Whhhhyyyy 😫😫😫 https://t.co/4YBWSHa3Yz,"@556958 Reach out to us via DM and let us know which iPhone this is on and which iOS is installed, then we can help! https://t.co/GDrqU22YpT"
1864286,My #iphone 6s has become almost unusable after #ios11 . Battery life is non existent @AppleSupport,@119628 We want you to be able to depend on your iPhone and would like to help. DM us about this issue and we'll continue there. https://t.co/GDrqU22YpT
1865707,".@AppleSupport Upgraded to iOS 11.0.3 now I am unable to hear people on calls.  You are still making ""Phones"" right?",@434657 This is not expected behavior. Check out: https://t.co/XlmCP2gCtj and let us know if the issue continues in DM here: https://t.co/GDrqU22YpT
1866281,@115858 Why does my battery died so much quicker since the 11.0.3 update even with the display lights as low as possible?,@557560 We understand how important battery life is our devices. Click the DM link and let us know which device we are working with. https://t.co/GDrqU22YpT
1868546,@AppleSupport I was supposed to be on hold for 2 mins its been 20 and I need to leave. How do i reschedule call,"@558157 Reach out to us via DM and let us know which country you are currently in, then we can advise you on this from there. https://t.co/GDrqU22YpT"
1871091,"@115858, @9242, when I searched for the definition of the word ‘cannabis’, pressed on ‘Wikipedia’ a pop up came up claiming my Con’t","@558790 We'd like to learn more about the message you encountered, and help avoid them moving forward. Let's work together in DM. https://t.co/GDrqU22YpT"
1875523,Worthless piece of shit @115858 where is my damn scientific calculator???? #upgradesshouldmakeitworkBETTER,@559903 To view the full scientific calculator you can rotate your iOS device so it is in landscape orientation. DM us any questions. https://t.co/GDrqU22YpT
1875711,Dear @115858 iOS 11 is terrible. Display becomes unresponsive and apps crash. What happened to your QC?,"@559953 If you're having problems with an iOS device, you're in the right place. Meet us in DM to discuss further. https://t.co/GDrqU22YpT"
1876909,"Lost my contacts and incoming calls ring about 50% of the time. Horrible, @115858. https://t.co/mTFkW6t9Hq",@560282 Let's see what we can do to help. Send us a DM with more information on your device and the issues you're experiencing. https://t.co/GDrqU22YpT
1877316,@AppleSupport ever since I updated my phone it sucks. Battery dies rapidly. Serious Lag and delayed touch response.WTH!?,@560385 That shouldn't be happening after an update. Join us in DM with some details about which apps are lagging and we'll take a look. https://t.co/GDrqU22YpT
1877925,@AppleSupport is there a way to downgrade iOS to 10v? 11v makes me want to throw my iPhone 7+,@560550 We’d love to work with you on the issue you’re experiencing. DM us what’s happening with your iPhone 7 Plus: https://t.co/GDrqU22YpT
1878012,@115858 Are you aware that your wifi does not work across the world on MacBooks when logged into the 'student' portal. Students everywhere,@560572 We'd like to look into this together. What exactly happens when you try to use Wi-Fi on your MacBook?
1881000,Hey my brand new iPhone 8 plus is incapable of downloading app updates and also can’t hold a charge what gives @115858,@561380 We want to help. Send us a DM and let us know what version of iOS you are running and we'll continue from there. https://t.co/GDrqU22YpT
1881589,@115858 your iOS update is terrible. Made bluetooth everything ridiculously slow. Not happy.,@561511 We'd like to find out more about the issues you're experiencing so we can help. DM us what device you have. https://t.co/GDrqU22YpT
1882536,"@AppleSupport Attempting to send a gif won't let me unless Im connected to wifi, please help. Thanks https://t.co/Up9cfScJEM",@561787 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
1886634,"@115858 , how is it that from the new “update” my phone now runs slower and is allergic to loading anything? Would love feed back",@562704 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
1886856,@AppleSupport I would like to check my iPhone 6s's battery health. Can you please help? Thanks.,@562766 We'd be more than happy to help out. Go ahead and let us know the exact iOS version installed within DM here: https://t.co/GDrqU22YpT
1887782,"@AppleSupport Every since the last update, the WiFi calling is extremely intermittent. Please fix it!",@563027 We'd like to look into this further with you. Could you Direct Message us what device you're currently using? https://t.co/GDrqU22YpT
1889105,Not only is the latest IOS draining my battery like breaking the seal after 5 pints. It’s made my apps all buggy. Nice work @115858,@563362 Let’s team up to get this addressed. How long ago did you update? Let us know via a DM. We’ll move forward from there. https://t.co/GDrqU22YpT
1889684,"@115858 If you’re going to update your phone software can please check that it works first, because the last two versions definitely don’t!","@563537 We're here to help in any way we can. DM us which version of iOS 11 you're currently on, and we'll get started. https://t.co/GDrqU22YpT"
1889782,Anybody else having issues with a MacBook Pro following the High Sierra update? My bf had his sent away to @AppleSupport - now it's worse. 😕 https://t.co/jz979qYShe,@563563 We'd like to look into this further. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT
1889973,@115858 please get your shit together. These IOS updates have completely screwed up my phone. I’m about to go to a Samsung.Keep me loyal fast,@563624 We'd like to look into this with you. Send us a DM including details on what you're experiencing. We'll continue there. https://t.co/GDrqU22YpT
1890208,@AppleSupport are you having issues with the new update where sounds work only intermittently? I’m having this issue since the 11.0.3 update,@563692 Let's see what we can do to help What kind of sound issues are you experiencing? Let us know in detail via DM. https://t.co/GDrqU22YpT
1891519,That's twice in two days I've dropped my iPhone and can hardly see through the screen 🙈🙈🙈 anyone know how much do @AppleSupport charge to fix broken screens?,@564038 We'd love to help look into some service options to get your iPhone looking new again. DM us your country to continue. https://t.co/GDrqU22YpT
1891557,@AppleSupport my phone keeps glitching &amp; turning off  after downloading the new iOS update! https://t.co/Fmavr9Y386,@564049 Let's look into this together. Please DM us and let us know which iPhone and the exact version of iOS you're using. https://t.co/GDrqU22YpT
1892866,@115858 why is my 6s not fucking working,"@564393 A reliable iPhone is important, and we’ll assist. Send us a DM with the specifics, including what iOS version you're using. https://t.co/GDrqU22YpT"
1892883,"Battery issues on my iPhone 7 Plus, my Phone is running iOS 11.0.3 and it is draining battery life massively, what can I do @AppleSupport?",@564398 We're here to help! Send us a DM and tell us when you installed the latest iOS update. We'll meet you there. https://t.co/GDrqU22YpT
1895747,@AppleSupport hi on iPhones can you please give back the option to turn auto-brightness (OFF) on? This always on kills my battery,@386969 You can find that under Settings &gt; General &gt; Accessibility &gt; Display Accommodations. Let us know if you still can't find it.
1896700,"@AppleSupport maps app on my iPhone 6 keeps timing out, I can’t get directions unless I turn off the phone for a few mins then back on..?",@565305 We completely understand needing those directions. Here's a great place to start: https://t.co/jiMIBQw7go DM us if it persists. https://t.co/GDrqU22YpT
1896875,.@115858 @AppleSupport iOS 11 has made my phone work terribly…,"@565358 We'd like to see if we can help with your iPhone. To get started, DM us more information about what's going on. https://t.co/GDrqU22YpT"
1896905,Why did Apple map stop working after latest update @AppleSupport ???,@123272 We're here to help. Please DM us via the following link with your concerns regarding the Maps application. https://t.co/GDrqU22YpT
1897673,Hey @AppleSupport my phone says it can't install the iOS 11.0.3 update. Any ideas why? https://t.co/VRG3Kvd1SH,@565582 We're glad you reached out to us today. We understand how important it is keeping your device up to date. DM us here: https://t.co/GDrqU22YpT
1897694,"Ugh, the @118936 is DOWN @AppleSupport",@137149 We want you to be able to access the App Store. DM us which device and OS you're having this issue on and we'll help there. https://t.co/GDrqU22YpT
1898085,So my phone is frozen to where I can't even restart it. I'm about done with this new update @115858 🙃,@565701 We’ve got your back. Can you start by confirming how you’ve tried to restart? Try the steps here: https://t.co/OWRDHWSt4h
1899868,@115858 What’s wrong with maps? Not working on IOS 11.0.03???,"@472985 Hey Shane, we'd be happy to see what we can do to help. DM us which device this is happening on and we'll take it from there. https://t.co/GDrqU22YpT"
1900031,"@AppleSupport iPhone 9,3 on iOS 11.0.3 loses 15% battery per hour on standby, parts of screen not responding to touch, all buttons unresponsive and had to force reset. Not good enough. Can’t even downgrade to a version that works.",@566235 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
1900628,@AppleSupport new IOS 11 causing mega issues including severe battery use; touch not very responsive and a number of Aps no longer working,@380450 We want you to be happy with the new iOS 11. We're here to help. Let us know in DM what type of device you are using. https://t.co/GDrqU22YpT
1906185,@AppleSupport my iPhone 7 charges EXTREMELY FAST when plugged into my MacBook Pro - is this having a negative effect on either devices?,@132062 We can understand wanting to make sure your devices are okay; we'll do all we can to help. Connect with us in DM to start: https://t.co/GDrqU22YpT
1907193,"@AppleSupport why has my 3 month old phone, which I’ve never had problems with, been having all sorts of issues since the last update?","@568236 We want you to enjoy your iPhone. DM us some details on the issues you’re noticing, and we’ll do all we can to help out. https://t.co/GDrqU22YpT"
1907526,"@115858 &amp; @AppleSupport, why can I not seem to be able to update any of my apps in the App Store. The circle just keeps going round.",@568340 We can help with that. Has the iPhone been powered off and back on since that started?
1907913,".@AppleSupport this #ios1103  update is KILLING ME!  I'm not sure what's worse; the lag time, constant freezing or drained battery.",@568372 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT
1907918,Na de update van Apple IOS 11.0.3 loopt mijn iPhone 7 telkens vast en valt deze telkens uit. Wat hiermee te doen @115858?,@568374 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1910131,"See the film critics are calling “Powerful, urgent and important.” (Deadline, Pete Hammond), https://t.co/CNnqdpvkpk (100% recycled package) https://t.co/vFHbz3NAco",@569036 We'd be happy to look into this with you. Please confirm what country you're currently in via DM to get started. https://t.co/GDrqU22YpT
1910856,"@AppleSupport Podcasts app COMPLETELY broken. Can’t download or stream. “Only D/L on WiFi” off. Delete &amp; re-d/l, reboot don’t fix. 6S/11.0.3",@155695 That's some great troubleshooting so far. Please send us a DM using at link so we can continue to look into this with you. https://t.co/GDrqU22YpT
1912490,"Fuck you @115858 
I can’t afford the iPhone 8 and you keep fucking up my phone 😐",@569673 We'd like to look into what's going on with your iPhone. Can you tell us more about what's happening in DM? https://t.co/GDrqU22YpT
1912512,"@AppleSupport iOS 11.0.3 with iPhone 7 the screenshots start to fail and i must to reboot to fix it, is it normal?",@569681 Hi there! We'd like to get some more info on screenshots. What happens when you attempt to take one and it fails? DM us. https://t.co/GDrqU22YpT
1912984,Hey @116333 how do I keep my Apple Watch from smelling like the inside of a men’s locker room?,@569822 We can help with that. Go ahead and send us DM and let us know what kind of Apple Watch band you purchased? https://t.co/GDrqU22YpT
1914600,@AppleSupport @570312 All they do at @AppleSupport is have nice words but no fixes for the battery problem! Will be my last iphone if they don’t fix this,@570312 Many factors can affect battery life. Try using these steps: https://t.co/bivpdfBNJ6 DM us know if you still need help. https://t.co/GDrqU22YpT
1915717,"@AppleSupport iOS 11.0.3 keep crashing my iPhone 7 Plus and forcing me to hard restart. Apps freezing, camera not functioning well. Whyyyyyy",@570624 Great steps so far and we'd like to team up with you going forward. DM us any steps you've tried and which country are you in. https://t.co/GDrqU22YpT
1916017,@AppleSupport just purchased an album from iTunes for $18.99 via PayPal but was charged $21.18.. 🤔,@357584 We'd like to help you get this taken care of. Meet us in DM and we'll point you in the right direction from there. https://t.co/GDrqU22YpT
1918126,@AppleSupport Updated to IOS 11.0.3. Screen freezes then phone completely shuts down &amp; sometimes doesn’t come back on. Please fix.,@571267 You've come to the right place. We're here to help. Please DM us which iPhone you have and the country you're located in. https://t.co/GDrqU22YpT
1918529,@AppleSupport When I try to play something in Apple Music it keeps trying to get me to “choose a plan” I’ve got a live subscription???,"@571373 Let's work together to get your music going. Please send us a DM, tell us which device this is happening on. https://t.co/GDrqU22YpT"
1920037,"@AppleSupport - pl c enclosed. This is the notification center, the 1 on the right is dark and on the left is normal https://t.co/1d44aqewaC",@173995 We can help. Is this happening at random times? Does this only happen when on the lockscreen? Does restarting help?
1920166,@115858 my phone doesnt respond to my touch and it glitches replace my phone please,@571642 We’d be glad to get your iPhone to a working condition again. Can you let us know if there was a recent update via DM? https://t.co/GDrqU22YpT
1920958,New iOS 11 is absolute garbage. Could you make a major piece of software anymore buggy @AppleSupport? #ios11 is #garbage,@571860 That's not the experience we want for you. We're here to help. DM us more information about what's going on. We'll go from there. https://t.co/GDrqU22YpT
1921472,"*slow clap*

First @126549, now @AppleSupport. https://t.co/0lrWRcqjeA",@572011 Perhaps we can help! Send us a DM and let us know what device you're using to access our support page. We'll go from there. https://t.co/GDrqU22YpT
1924889,@AppleSupport attempting to redeem the plotagraph+ app from the apple store app and it’s saying the code isn’t valid? https://t.co/v7ZjMD0Hbu,@572940 Our iTunes Store team can look into this issue with you. You can reach them here to get started:  https://t.co/SDIe7UiyJN
1925037,Cannot bear -delayed long time when I wanna uninstall some apps.ios version is the latest one.@116333 @96815 https://t.co/fP26WWb07u,@214155 Let's see what we can do to help. Send us a DM at the link below with more information on your device and issue. https://t.co/GDrqU22YpT
1926194,The battery has gone from 100% to 35% in 40 minutes. Complete useless,@573269 We can definitely look into this with you. Send us a DM and let us know which iOS you're running currently. https://t.co/GDrqU22YpT
1926205,@AppleSupport @115858 @116333 this makes no sense....apple‘s apps are killing my battery! It is noon and im almost on 20% iPhone7 https://t.co/O3kui4KqNT,@573273 Let's look into this battery issue for you. How many hours does a full charge usually last? Let us know in DM. https://t.co/GDrqU22YpT
1929649,@115888 @116130 @115858 @AppleSupport WHY WON'T IOS 11 LET U CONTROL UR SPOTIFY MUSIC FROM LOCK SCREEN/CONTROL CENTRE? HELP. 😩 https://t.co/emqbsPggZK,"@420190 We can help. Use the link below to DM us the version of iOS 11 your iPhone is on, and we'll take it from there. https://t.co/GDrqU22YpT"
1929734,"@AppleSupport give us a new update! IOS 11.0.3 fucked up my Touch ID, Bluetooth doesn’t work, phone doesn’t remember wifi passw. ARGHHH","@574240 We want you to be able to enjoy your iPhone. Let’s move this conversation to DM, and we’ll do all we can to help. https://t.co/GDrqU22YpT"
1930557,@AppleSupport Please can you tell me how to reverse the damage the latest update has done please? It’s so bad I can barely use my phone!,@574478 We'd like to look into this with you. Please DM us your exact iOS version and more about the issues you're experiencing. https://t.co/GDrqU22YpT
1932320,@AppleSupport IOS 11.0.3 needs a new update,@437935 We're happy to help with any issues you're having since the update. DM us details of what's going on &amp; we'll get started. https://t.co/GDrqU22YpT
1932598,@AppleSupport Why does this keep happening? The daily achievement get erased. It’s the second time it has happen! What’s going on? #fixit https://t.co/j2oezD0aF1,@265100 We're here to help. Which Apple Watch and watchOS do you have? Are you using an iPhone with your watch? Did this just start? https://t.co/GDrqU22YpT
1932744,@AppleSupport new update 11.0.3 sucks with iPhone 8 plus. No Bluetooth connection. Fix it!!,@575137 We'd like to know more about what's happening to see how we can help. DM us with the details. https://t.co/GDrqU22YpT
1934066,@AppleSupport why my battery drain fast when I charge it it takes longer to charge and I’m iPhone 7 on iOS 11,@156107 Thanks for reaching out. This not an experience we want you to have. We'd like to help. Let's work together in DM. https://t.co/GDrqU22YpT
1936080,"@AppleSupport  HELP! My husband and I bought the Iphone8 and the 8Plus, both have issue w/ BACKLIGHT not turning off even though set to.",@576011 We're happy to look into this issue with you. Please DM us the iOS version installed &amp; when this issue first appeared to start. https://t.co/GDrqU22YpT
1936136,In 24hrs I m Charging my phone for 3 times... Worst battery back up in iPhone 7 @115858 😤,"@576032 We’d love to help with your battery life. To start, send us a DM letting us know which software version you’re using. https://t.co/GDrqU22YpT"
1936762,"Didn’t realise IOS 11.0.3 automatically downloaded an ‘eat all your battery up in 1/2 an hour app’

What the fucks going on peoples? Help!!","@576191 We want your iPhone working for you; we'll do all we can to help. To start, describe for us what's happening."
1940858,@AppleSupport facetime is not running on my phone helppp,@555447 We want to help. DM us details on what's happening when you go to use FaceTime and we'll be happy to continue support. https://t.co/GDrqU22YpT
1941174,"@115858 I’ve got a 6s and latest iOS, why is the battery life crap now? Goes down 10% in minutes with no use.  Anyone else with this issue?",@577285 Thanks for reaching out. Let's take a closer look at your battery concerns together. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
1943741,"Hey @AppleSupport how do I turn off that stupid little photo that appears in the corner when you take a screenshot? I hate it, its annoying",@192864 We'd love to help. The new screenshot thumbnail cannot be disabled in iOS 11. DM any additional questions. https://t.co/GDrqU22YpT
1948821,"@115858 ios11 is unstable. Frequent crashes, switch offs. Battery leaks like a broken tap. Can i roll back to ios10? This sucks #ios11",@331470 We'd be happy to look into any issues you're experiencing. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT
1950497,@AppleSupport iPhone 6 is getting  hang again and again after installation  of ios 11.0.2 pls help,@579328 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
1951860,My iPad volume is not working one week before international travel. Stuck in headphone mode. Can't emotionally handle going to @115858 store,@326822 Does the iPad play audio with headphones? Let us know so we can help.
1952318,Is it coincidence the day the X released my perfectly working iPhone7 Plus starts glitching out hardcore? Or is this IOS11 problems? @115858,@579731 We'd like to help! What are you experiencing with your iPhone 7 Plus?
1952359,"@AppleSupport @115858 this update is bullshit. My ringer doesn’t work, I can’t hear anyone on a phone call, and none of my apps work. Wtf?",@579740 We're eager for your iPhone to be functioning as you need it. Which iOS update was installed? That's in Settings &gt; General &gt; About.
1954406,"@AppleSupport please tell me how 700 photos takes up nearly 2.5gb😭😭 snapchat has like 50,000 photos in the memories tab and takes up half https://t.co/fjOYohooTn","@580161 Thanks for reaching out to us. We'd like to take a look into this. Please send us a DM, and we'll get started. https://t.co/GDrqU22YpT"
1960695,@122986 is your computer support better than @AppleSupport ?? I’ve been dealing with an issue for days &amp; I might switch laptops!,@396372 We're here to help however we can. Fill us in via DM on the issue you're having and we can look in to it with you. https://t.co/GDrqU22YpT
1962288,@AppleSupport Is this a real https://t.co/hNFSrBO63k website? https://t.co/piwM0mnlYD,"@156798 Great question, as it looks like our iCloud website. Does the same screen come up using this link: https://t.co/MdGttkkFL9"
1963376,This IOS 11 is the worst. My wifi turns on magically by ITSELF after I turn it off 😒👊🏻 @115858 fix this mess,@582141 Let's work on resolving the issue. Are you disabling it from the Control Center?
1963395,Please release a new update soon. My phone keeps freezing and I’ve hard reset about 5x yesterday @AppleSupport 😞😭,"@582144 We want your iPhone to function normally. DM us the exact iOS version your iPhone is on currently, and we’ll help out. https://t.co/GDrqU22YpT"
1966594,"fuck @115858. my phone stopped working and i had to reset it and now all 13,000 videos and photos are fucking gone.","@582809 We'd be happy to help with your missing content. Meet us in DM with your iPhone model and iOS version, please. https://t.co/GDrqU22YpT"
1966650,"@115858 @116333 waiting for iPhone X, updated my 6plus to iOS 11. BIG MISTAKE. So frustrated I may not buy an X at all. #FAIL","@582823 Reach out to us in DM, explaining the issues. Let's see if we can extend that iPhone life a bit for you! https://t.co/GDrqU22YpT"
1970983,@AppleSupport Can ya’ll please fix whatever glitch is going on with everyone’s phones? Trying to type the letter “I” shouldn’t be an event.,"@186167 We want to help out with any issues you’re having. Let’s take a look at this in DM, and we’ll work together there. https://t.co/GDrqU22YpT"
1973798,"@AppleSupport 3 weeks, 5 different advisors and not 1 person has updated me on a solution. Didn’t not expect this from @115858.","@584542 We want you to have a great experience when updating. Please send us a DM, so we can gather a few more details. https://t.co/GDrqU22YpT"
1976900,@115858 your latest iOS update for iPhone feels like a Windows upgrade. Slow and BUGGED. So frustrating,@585409 Let's take a look at your device performance together. Send us a DM with which iPhone model you have and your iOS version. https://t.co/GDrqU22YpT
1977383,Can anyone tell me why this is happening? Everytime I️ type “i” this happens and autocorrects https://t.co/IgmDAUR3PK,@585559 We'd like to see how we can help with the keyboard issue you're experiencing. Connect with us in DM to get started: https://t.co/GDrqU22YpT
1980568,Apple customer service is horrible!  48 hours to diagnose 1 year old computer! Unacceptable! @115858 support,"@586281 We'd love to take a closer look at your experience. Please send us a DM with more details, and we'll go from there. https://t.co/GDrqU22YpT"
1980960,@AppleSupport battery on my iPhone 7 sucks after 11.0.3 upgrade. Have to charge multiple times in a day. Help!!!,@586391 We'll be glad to look into this with you. Please send us a DM with when you updated to iOS 11.0.3. https://t.co/GDrqU22YpT
1981269,just wanna give a big fuck you to @115858 this morning for my phone freezing up in the middle of the night and none of my alarms going off,@586467 We'd like to look into your issues. DM us and tell us which version of iOS you're running on your iPhone. https://t.co/GDrqU22YpT
1982011,@115858 STOP FUCKING SOMETHING UP WITH IOS EVERY TIME I️ UPDATE MY PHONE,@586682 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
1982033,@115858 I want my round with y’all because why the fuck is my phone acting stupid.,"@586691 We're here to get that iPhone working as it should. To begin, reply by DM with the version shown in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT"
1982662,"On a perfectly preserved iPhone 6s battery with iOS 10.x lasted 3 days, iOS 11.3 drains battery in less than 20 hours @AppleSupport help!!!","@586865 We're happy to do everything we can to help. To start, please DM us with the country where you're located. https://t.co/GDrqU22YpT"
1982984,@AppleSupport fix this issue with the letter “I️” please,@586957 We'd like to take a closer look. Please DM us your current country and exact iOS version found at Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
1983086,What the fuck @115858! All these magical characters when I type “I️” I️,@586984 We want to get you on the path to a resolution. Let us know in DM if you have predictive text on and what device you have. https://t.co/GDrqU22YpT
1983267,"@AppleSupport I purchased an iPhone X with a November 3rd delivery date, when am I going to get tracking for it?","@587032 Thanks for reaching out. For questions about your order, reach out to our Apple Online Store team here: https://t.co/RmFSlCBcIE https://t.co/GDrqU22YpT"
1983349,"Ok @115858 I️ updated my phone, why am I️ still seeing these random boxes?",@587056 You're in the right place for help. Select the following link to join us in a DM and let us know the exact iOS version. https://t.co/GDrqU22YpT
1986730,What the fuck is wrong with the letter I️ @115858,"@588089 Thanks for reaching out. What iPhone are you using, including current iOS? DM us and we'll continue from there. https://t.co/GDrqU22YpT"
1986819,@588116 spoke too soon - I’m having the same issue with the I️ now. What the fork! @AppleSupport,@588115 We'd like to take a closer look at your keyboard issue. DM us which device you're using and we'll start there. https://t.co/GDrqU22YpT
1988657,Just done the IOS 11.1 update. Can somebody at @AppleSupport tell me where all my saved Safari pages have gone! HMRC Login etc all gone!,@588583 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
